,hashCode,inputs_Values
24,f065cdc48d2f1c90e1f27acaa09bcf8d4b845ce46eb7176f1115494d247aca1b,560308
25,87730d7b5de45bb8d17a6a8950c86c1df3c16b4e36fdf52e246b4eaf52ff6bc1,1255619
26,cf92c5b96ed65a688f629c09172e26178994e5bf18b54887bd1d36b96c69b807,1174472
27,a1fbc3349f84b406333b2bda6e047ca23592f67d7dff01d86d3c7e6fde6e5fed,112072
28,0c310c0d4a77b0084acd2d2a2676fbd1edb18c912a5df66b4ab921aa3f777e8c,792265807
29,763d860d5612f16e5609036933f70a6d04b4898cd921823c400bdc8cf3ef30ee,633473
30,5d3ce24525b785dcb904ad19abc67425654f37a52e2e7a614fdbd24d31c8644e,1412887
31,6d952439ac0c2f56eafab1b41dabc9bddefd824aa3899ca28db39eba9d9a1b9a,1154477
32,ee1016e9d4a42fcc1a56b6a8d0cde37e6a7ae2130314cdd0cecb878cd46cd521,1173259
33,15755e64b330646d4421239d2ef394887d18207b16c209620d9722f736a9cc20,71203
34,e9a01995682435c83f305d3f8a06ce643da67d0e36290c3f913f5ca93ce102ac,12100000
35,3abeb8655c2196bffb6be84824d5bb19c1a9c4ab8eafe21d90df2cb77a818d72,270518190
36,c2868429be1615a457785255db92d5bb5cdd16e102f578911e2897e8a37efd51,1837154
37,bcfb58eb751133f6b04251d3b1351b788ffb325cb7e016a91a396805204da563,136000
38,b6c9b1429b6035b8bfdf56bf73d5cdba2fcfa02c14020b1088f2bc4a43f81ec4,165814
39,f017039a4fa07617d0bdf09b041a6032bbbf9e96524a891a6c4028cb06a7a46e,1761300
40,fffc2b0a8a6bda445f1f6caff4a1b07c3af9fad134dba94f244d1a869cc175fc,1653147
41,3e71e44c55e0ac625b57feeba2f05b9c25d094ed4e1d2c2941243a0a8873ce48,94451
42,62530991e9fb006d36ada30850e91da3e7b4fff98d2e2527121e1cf7bba9269f,267394
43,0c2a54390fa6d199763ab49eaae3b07a2678528feb81052782ca3d30769df2ad,35179019
44,cb725228217c89f0a11692f1bec38cc9e4c25121622c3679a2b51d3bd599a030,17818974
45,78bff016a4177456d6e4a8d29cea8740137e6955e80e3ea237e01d8e4ba71643,2791500
46,0ad29c6be9ce0a2ec325d13cc20ea10864e7bffcec7b82cf6ad97e47268f7491,200749
47,3f47fd733a0d31653149fac2855fcf2892dcbdb1e7d0ee1930f7af049e1b8ef4,905139
48,b98abfdc2abf8c8f6a0d70a0a70a95a50219fa109c73d5ac81ca73923900c934,776337
49,b76f7b46f471739b8c49466e2e0e855e1f5d6a55d70b64224cc7554eac76f905,6669946
50,0cb2564f0f96279d0f9886c21328134807aa863c37a9a020a8dad7dfc7780632,1432391
51,b9abab17e2d549d9f7773851d110f702cf15054dafe0496ed46591f85a44326b,245151
52,932d3890cef5eead8a054d589b988e82f7e2f0494492bff06250edcc17fd9cae,2067662
53,bd51e09589f9e92aad2503af598c8ac2a476ff56b99b65666f67fb253c80cdf9,25000000
54,ff1a539cc96808030fcfeca993eb97086b2c18546f9033933ef922e52df490c5,515000
55,71059b50fcaefd47def3c6e56313aa567259e7435447de07a4dcc6df86a06022,882761
56,ffbb9b051e0d0e0425c6cd4a60f63927461d8fdfd3f927edabbcad432aa81198,4505449
57,8abc0f2b7d9e339992ae1169774136b240d02c735c991c4a12fb5eab76216684,15899
58,46b78061a2d5e154455b596e218074256f5d2ccebc0043354d70ee533f5ad9ec,668000
59,9449582388e29e3c5569a360a13ddfcc86fcbd3e82dc30da2f90b1702cf196f0,46871056
60,5cd3d821a015699b2cfd6d7e36f4f5f15f950fb930354efaa84e66ea2cabe163,58090000
61,3b23b352116ba5ebbfd44cfefe4f52398511a1b54bb28fcbaf72d8ef4785b37d,426200
62,5382420c5ae397e4d0a488bb1c94cb09334e9695e382ab6b8c755657a563122c,3527921
63,87f5e6939cecd94d0d54362295c6cb8e2ff0206fd1e6b04b720c0440c4a599c6,3096351
64,3a6f152a29a99c7ac635a2eea4c1b2466ae4ec363997c176191eba89e112340a,37829186
65,6a728f87d9b6106d3c605a817d8409f9b6558a2339f09b727f6577a87ec70e2d,13884058
66,f02870e2b509e95e465aa784b33b03cf38ee78ccd0121a9e3b64eea742acf06e,3070207
67,02d31e515b5a7c64c34b3a3c552edf9c5273048ca4fd72643e67808e12eab28b,111324488
68,a3398dc011c54d19f615330cce4c455614a3363f58e114858a690b51867462aa,1862996
69,32dc5d21031a900019f44cdba0039171fc02db872c9b9728a45e5d2e4e4a72c4,640572
70,a8d8da42626681ff3ffc2b59c3428256cac565934dca5dd96a30e7491fbcaea5,2550000
71,0bfb6e6307282e87a4443f055226eb8c3e59df406f87b1001bf0e80ca973df68,1377371
72,bdf26eb197914a317a2b9b7fd777ddb2af48b1928c2c3898bfb4f712c33f1af1,2699394
73,9b8c3b00ddc0d3ed88f6943a38546efa85ae8b70cf2618280c81db98da975908,2153999
74,f7fc2624bf6bf410c0d35a9842212fe2641dfc6520f18a76fd896457daf163b3,1589327
75,d729b59d2ecfd731aab8a59ae02d1cd26c2cb456a6d8b45c7063f5573f95746c,85799
76,32aa164bdc5e87f820d74142b1d88469bd8d99cda757d8aefaf1e485de9e2736,146944
77,9e8f0d61781ca86729b0a7e990f0f97c1ea832f851b6a974c89fabb68a4aad7a,139397788
78,e03aaa3185af476ad1b0f70810a17ffcd57cc3eed35520acb17675347b4e45ff,185321070
79,41ade187110f4f466baf0d602d7b822afffa9459a04a667020b59adcbc4f0d80,370179247
80,52c71b8c8f2d349726f904e19a58e8760b495f5232709d57b56d12e13a559035,81754
81,61c0f048643ba19421f6d8a3b4969d67a06a1fa49dd16e73d6ce8bdc0a4698eb,429941
82,9fd111b018f4123c029b0fcc5ed8f86ddfb3c134f2c7a811d15cdfd2bc877341,83267367
83,1a31300bf5518ac24a53b9999d67ce8496043b9ce5327d0efc31626984d50762,8402010
84,254b40142e9f8f124fd032e5df2cd7e84e792eaf226c6cde8e346c53e56248e8,867122086
85,edc3faf7500dd2ef26a502ea9baab7a625f9aa5992f64c54c9e1e57ef0777856,218081356
86,d6fe0631f9f91cf388b994475f6fc0a80efcc6f5088de4d49e902453e7858a1a,107693442
87,d13678f7bad080076caf8331d217ae67e501be9eb0229555634240b91e465e85,6075056
88,6d18e97375cd867f661a15a5f56d38494e84642fc9bb84a0c9544819f65bbdc1,192528
89,c2ec4e18391856e25dce7566f9309a77b6bb99a7fae8c53bbadb697cf6bdf9d9,6710000
90,4e41a40c06b357059b7aca2e05a037bfae98545c53c83f2811ae3c4afc7225f4,20000
91,393302c3a5d3c8d21dd93a80a6f878f6101fa7433516e05f3c9a3bf3c76c6bd7,35717590
92,3a944b18bd6c0ca049a02da9a33f9f46926924c2cf4321ba9e749eaa457f9113,5589986
93,2e49f362436810d949e8cfc44fe3b96b491abd276c85a67faba0c373718a0eae,34615
94,47f5d4ad9fca4b00a1df19f0f57e021528bc569c84fc577f50116c7a18beaf30,231599099
95,7f8ef258c24c0e36c36cbb91d91f2175f91123218370da107ccca8b4886e367b,74554039
96,14d9b8a967f312d5ade7bb8d717973129b3739e5bbe68b5b6b2494b9bf2c63cc,2375061
97,d31126d117942f1d5ac2fca948a6ff96a1cdcc0e020884164add4b4759db2a89,3780409
98,37460b8f8c402200de2130f86e881c67478c28f7ced6bcdf668078ed56afec60,1444134
99,885debbae205ac016dddd906aae5c0954de5f410072f97c62e18be4f5728467c,81055902
100,d6239b44b1bffdfb2be25a82df3e8ed7fe97abeaae1f23bb99740ba1848661aa,256995175
101,93170912728e17ebf171e5189dd6131e06dba06f967d1b9abd7013dbe640f661,1261735
102,4394ee9eccc57dd663b014438f66daed442ae5b57ec5661c4694659ce78b41bd,19522631
103,04c48d9cc11e8ef38ba52183261ee7600dc30df349533283e2514ef2f4f51606,124729
104,2c4967bf9aea109571d513b49903b21fb49c5d5807b08e7cad320f0dd2dcd2ff,16524196
105,6de1726311dd8de28e0cb3a04aa4fc6c8e7af230bf29c24bb7e168e7cee70b1c,239707
106,012e0cb6ea5da462fbf950d9ab2786fd5539d492a780d38f93008f1a733281ce,3000000
107,edd3749e0382fb1274336ef68a9dadf94b99d741161cf0eba87fc41963531514,151083483
108,b5d82c606716711bcf656092ddb47c132fef9a03ddf9166ea8d250c15750f1c0,1310200
109,eabc92503b26084bb6207f201ebaf69b0eaf6b612a23a4ca81c31a2de55d190e,1453401
110,3fc93968502b573b0c66fc98aff2f238e8b63305c13a4623c9675772e4f39961,12269173
111,331c22a1d6fa9f96a563d398e8de4020f3c95522a431769b2b279d6bdafab1fa,300000
112,a2a448bea8fc99c58cc931353e3cf9a86115872980993a4991fdcf95fc29ac78,5232432
113,e4164993cf5334495fe64f4f84eb62f316b8cc5b3f24294d1a0adc93c9f3a4bf,4975352
114,db30cf3ebaf58920a8a1322b57881f8b61652c489b4383342bbdacd9369ae68b,2380407
115,f5d0a2be813539737145307fbbc47b14d551f5b046df2078e00708c62ec7de55,546
116,4f60409e92ad9bc9143671dbb69a2c9aad8f45fbe463c1f10aed4d8472b7ea9d,160000
117,3500c8f1796451ab99aaefebe8cc90a1057a65a2e4795f126ff4fd5126676378,101936945
118,c3a0380ae0423fd1fc2783a9353ab2f67d328c2e1afaedc0f9adb1538012d4f0,1080340
119,c91464194326bb59b5b01a1b8c6a133839672cca70ba3bd933ea8958b7e28d9e,2339471
120,4f698b68a84e6aba282e5271a1301b284812391de0165fa22b0ba83c45d855da,50000000
121,ea00b659029f570a0cdbec5ca01f0ca02150f3e8a0151430e153d4925af54234,500000
122,70938a1ab558e599b1fde952e0016990fcd12171823999eac6010c543b95e3a9,500000
123,e61f927e2fff59def040cf77ebf90ee58559a441e2e73c07c9ffdc1397ee7bba,1151030
124,6404efd4e5e921acb70c550a4386ac1dfe4fba56579ee88af178df8ccd6c9d03,111755745
125,d0564d36c65472b5f7edf3bb1a6f8af028ac4865c30ceea19f6d7cc2b5b8097b,122325
126,b1792f6b817adda4a4971b9acaed972bfd48610a5cf8e59acde05102409772c6,4241319
127,ae7b9010e7927334783043fac1530fb7822b910508abc851329d640df8ae7525,7670000
128,b0029461481e340ee197dfe6a1a071b951f706b8d25ec1dca8c3b70569cf7161,6038427
129,4d995bcfc14f32d14a0c6bc621bd5ac878902594fcb3739e85e9be2de7e8afc5,32250000
130,5a49c13dae4263a043a199f9b5e66df3b934ca6e8d451e587e9be098f1c46ace,3670920
131,87e0db25014efa53821dc75bb894ecf297fb552441e9448ab698ba8ccf607fba,104155520
132,d40c68db4db3ea710e01ccf0d13964a0170496fe7276fec79a2d553a8b33d502,485648
133,5c7dcc31645c36b4cbe998f9676dc9a1184d18851e4b83c5745b5836ce7f0823,5693600
134,55e9b13d758ed00e5f6486acbca47de2f6d4b105638b1350fd87543dd9775069,265985536
135,ad2168834f5d5544eacde6f8786b356ced8a02dee4eaf0c7139d7047034267ff,68248613
136,1a28d1e219c4fbef79c945859cfe328e0bb55f625d9c10dad5e0b17fe2bfff92,567
137,d5f083ac077d0d843aa7c584808dbbd04378404702a9d239a20085d97b3b1f0c,308728
138,214b849fa77fee8e597b6f4624bb3beafe952a947a28f26af69accea3c5b7ff4,7840942
139,cb17db769849bb0700076f90f836cf56d8185f680ed39b2e4e09515562397b8d,426325
140,dc9c0743970785c73ac818292ba4aefd91cd89ffdc2f7cdebe57bb26d108addf,158900
141,307303c60c4cac63af409de6395ccf8e28acae063bc21bb83408844c9f3b96ec,1399281
142,300125eb67f98d3008064831d67602b29b0a3a4ec1b5524cc47acd872380bc77,10000000
143,68990512bf4fb465424f240bd3dbe8855f58bde9e1b05c0df094830357e1a6fa,390556
144,c948d8888c4e26c3950a3a00792686e8616f8e5bcbb8b41473100668336d5fd2,257592
145,7fba8d4b59b4162e80bc58a81ef73608592e292d3e887617760bb7dab29b4620,102507
146,a83a96bfaec69c17dd03ca52b84e9f8b7a9b81a5e6616bc8781afd2301c34b87,124046
147,93e1e5928127542fbff67e1fc899a242d9d981810dd5ccba0cf21d188bf7e59f,10000
148,c51f301c3e1a8d3381ce91ff1c67f9b0b448e03942f1afe21c34066e3911420e,22694
149,774b47b24cdc34da933545df4d0084062da9318a98e3ac84f45a3ef776535317,52049
150,48b0243d26a5e733d0be73c13cb1064e96862a35f64820c4ebcfc4e45594e5e5,2672923
151,52f51bf7b04567708ba503503074609388293ca101213943f6a4bdc39588f63b,125512814
152,8d74522913f6fde4325aa7aed3373ded461a87a9da019eefc57ef643eeac7e10,125370054
153,879a00c679f01e61017ea71a0f532ec05f825d1216953a461cf83f9aff53bab2,1353977537
154,6c0ccbf1538abc34e47656f880ff392c17e75bd7c01bbd254a65edf15d64294f,1350199774
155,d08e58e1429ec99a512d765a30677159c8ef6f18265693c1ec10d592f3c52ca0,187600
156,490828f2c7aed8ce087aef4bdd2111f011220fc3410aefae7b8dbefbf91906d5,260000
157,51881da27bf896d65af0fc4b5c5ebba341305083ef4e87f1c3250deda5037556,163997
158,34f017f258c00a094fb437690b2937d578c6291d83ead1337d6234498fc84168,730000
159,4a19126cc25a0acc1916ac4fb92f75c1361f22a40e4fe0be8c865a1afbadfdbf,4200000
160,44ac4f4307610fa28c37431ec23722d613c33664c4453aa7953aba90abbdb81d,389310
161,e990224991e07ce5df5d63ec83923d6bc87d058428ee10c511e17292be9a6d3b,1923374
162,76482db0045a2ef8c695035efe0ea5cd81e6bff33c5726f5723654185f47267b,3317575
163,3850b7c7cf0a9305b9623d9d7eede3c9b273e947fa42751ab7990a801c261cb6,15106677
164,732990285d55e5097695877ee351ac495c6829900fc134c07d496c311e07ea65,2916900
165,ba10e5cd0f069e5f99d588a4c5b129f64503c19674f6df899fb221c397a9eeb0,1000000
166,aeda7b56c8ea4a4ed4d7bf932e0d4b968c7832e5b6be59dab05283e2e70c1172,88999
167,d7e8c48317c66baaa65b5cbe47af85bc27b30c191b0d7256aa19152a32c3a871,176386
168,6623bff83209e923b94298b3e1df7d14dfc7eeb6d69c5fd56b6b167883250090,18100
169,4070860db5008f02d139b949cae8c9acf6fa17fcf885f1b600a6c3c79c0020fb,363300
170,5d44ee17650098c2118f1a6320171db5bcc53fe0542d46d7403e5bc42e798047,1639725
171,66a237ccda80ce781183d8abc88c264dae92c2c280f28559105b2ed05bf986aa,1674041
172,553225db31c38db76665d314b27f351c5912860782ec647e8515ebe6335ad912,70567
173,9336597b18deb9810cbdb7feb5eefdf434ee0062cbd883a97a6c09c45d5aca51,30869
174,cae37fac361f4e6246d8bee3a114d4bbdd45255d7476edac5f9976a7fa27c415,7278033
175,bf1c17faed994ec97c637176d068b6941eb56235323e99b0ad5ae0af6412caa1,722000
176,b82461bf8049e5df984d83872c4b2f4c33434d6ae2efc8dd893622625ecfbe5a,329136
177,0e956721aed02f69f399984dd629acc38dabfd6cf1f78ada8d781c6e02054e91,58854369
178,85cb907f06c2131dea85b75daa003e4ac561a9831c8b138bd60f2eb7a5bee448,2230942
179,b228af110bbb47d8a45a53d34285f0e2db6033b7dcc27bee6989d8895b2aee4f,172161
180,bf08f1b2f400b46e1a41c67bca4d9c7194d608d9cf846fb02881fa2e3804aca4,1504473
181,69d7cd79747ff9d7c90bbef5abd074545740d42d5477d7c42b95f43706d690f0,175571
182,b293058498e5f074337ae41d96f1c9dcc827601075f7e2157392a7cc91873b96,1610787
183,e317dc1c0dfadf8febd7f33d48d39c784354695cac7af366cd9094a7ddcb8990,352031
184,7671c2668410cbf053ffc95668a12c1eca2346bfba8d1522cbdda39e1a389f0e,345259
185,c4cf52767b3e30bf4d51daca139f6f851d17ed9040e06de421c83101b8ccc726,3867
186,5d9d6fbe76e19b455a645e61b6d7ccb1fdc9e8671e5750b4cfa83e60afbc6e3a,334000
187,6fd0c0e14dee10cbeb0dee5cf9cc9bca92cc32bec62a80b54cbf59b0124dbb9b,2499490
188,b778632b1c3da51fb119d33e8d6faca8d7ef2965bda5e783869dd5c06d34bf4d,599833
189,8e814f9b582c759eeae4b6435af5fd4172d446010c0538e3e287115b514a3bcb,52730826
190,a2ecadc2c247af77ec1f8412e91c682d9d6f691faae4e3e2e4dc53607962becd,1379842
191,80519d3f2d193c92605d5f193974cd5244a70e4c67e3f0f6bc1a41c081f61a8e,69026
192,ddd240fcc6592a0b367a8600a8d844fb3eb2b58e5161b196c5ee75cafd9d91e9,166891
193,4500e940a37e8b9aeb5e64ecf36c12e5420dcb704d25404fbfea18730a7ccc53,87480
194,a5f4d4c6e90bae792c43fa5a54f2c8abaacc5f36473ff0119606d8042fe4e855,3936
195,f8cbc0305dd15a9ac0e3f7c401d869a022ed42fa301ad3ff09133217bcdba525,13509788
196,1c5108acc165da9a5214b76d7162305446e7617ada45e80f6157e00ed8332ff6,9248996
197,031e7f1c81c29c5c69875ff0f5d124d92304b3089a6afaa0b0cf7d9d34bc706a,411987
198,399b7ca015d9181bb5ef6c023a4b4b138b1c1df9d20a97b26dae840fc60733bb,408721
199,aa9ed2b6ced5b9b79b8ba1a12f0a2a47142e0298b2969fb8598831f72fd02610,1089988
200,88befe314dc93506ed8cf645821265992c5ed319ed94e1b66774f603bebdc741,48576697
201,cc2c0b68bc767e43f0d8df29de2c2e9dbb5dae82bebaacd3f8bf6e9c1052fad9,75623
202,5e8425f3a8b5b68c4103a0179c8feee94a9d65919577ce3093a71af7dff696fe,5133
203,03d06fbba70b3251a175857038b76d55d1d823fca91e17c801d46321386d0a5c,293463
204,a6359f441a655996fbaf518eab9130ffe2cd472da521b90ba4770dfe69fd2f07,4736800
205,4e372ce60a7245e27cb25e9565b63eae19afdfb55dc45678617083fe7f552b07,465450
206,f5a3737e8993194927129008a4bb1f079646f35886593c487d9da57f4edeae1e,5475853
207,e452be8ba17946c6ea5c7b2fff1170a7bf1e32ae447671706d5d35296d58102c,117286
208,2f492fe7fd01e06fc80e44a8f4cfc48dcb7c58aeb3a695e0999b2af106db0168,648968
209,9fe44a26dc61f34b40d6ae6b6ff5cbdbdbeda1fbc2d6934c5f10c07acc5b31d7,1375715
210,312ffc1b4c0c70aca04fad0553557242a02c4d8ad7bb1ff49f9b74d60d84a449,315631
211,e1f4f1d5fbf9e058389a93d46c4aa51f2be746331c49de049127f4dff20f7c2b,290668
212,b1d39a17dac38cfda1d900623bf67ef27e368a76034380906907a5cd346af62c,9945736
213,c6ac40f62048772ae32fa53c297a582fd55feabd013dd6cc22dd9dda0cd3dc64,1168388
214,db988baefb35d5fff7fb7bf4e5c4e156539bab245a8b9ce03f5868df4fb6b7d2,14630232
215,735bcb02879d5cfc16ef2c739a6a4e985715ae91d6c3ce72e0e1d696f11eca05,11523867
216,2a89664a0c2feb7596f7f75cbcfe5a6e909c452a43069cd83eefad4d01e2bc97,288537
217,eb0486fcdd053c9b56d70822f848b2ceec8795cb42405310f3747e061ab41675,606244
218,b04215eb77e2c34537a30a206ecb3aee596a245a4a0586920d6329c3cc2f7835,6717625
219,316eedb009206f8b0d15ddc6fe420ddf1b6d5b41c203385cc0cceb39a48db735,538708
220,c0437c1f2f4b5b0acf5d74382e304db1e6036ffabb5ce08de874f29915118755,28689770
221,e899f80aef8949c02913fb47c48de4be0cecdb3e305bc1c698446283ed860c72,27084583
222,3fb8144693c91657ae6b46ecf074889b6d5e7ad204ca52639e8712be8d338c90,1308323
223,72a6ade837fd0546040f6492123271f017b39c224aa65fd414aed3b355408a8e,1533847
224,9636efdacb6a80701a0fc8bd3f303a842965f3312a90083680d9c1770cadc29f,1373828
225,4afc9467cf05273e177971b172df0baf828029ecc579a6ce7b03193464616fcd,985032
226,786987ccae7748bed683214053d161495d574bead5d7339c52e2a1780f09714c,233664
227,76eb2fc657b54638c332b05aea0a33ff1c896259f6417cf7545f1cb853df5586,38000
228,be20bb4c40a1eecc6ac02525a8f5a0a664792b08644eb6ae0db7818597749ef7,53642
229,18f86b6bee95e4efa7ba8150be174a164eafc4f3e8a6959c102d4c0c32e1a597,148612
230,ba971908507416a196df24aaf45fa95dd586e6d142679126e8f8ddff2fe7b01d,1284552
231,fb2a9bde551b83a419c4a03b93191ef3f4ece2775667780cf9d1daafc2875169,5841356
232,adce5ace6fe2907efb14a13656faf17571f609b71e73ed799740c9b232b201bd,1894319
233,35a5ce84532cda72d199f77d84adc815468cceb268ee3397515847b581b392d6,7263381
234,f171bc8a333eb2b80cf09cd0d922adbe3f86dd842e9f90411ab11f272e3271f1,2695955
235,6efe8320b55d64baf83e81c521eaf6135fa476b472efd8507e6259950ac624fa,2361972
236,042894e33c34b81b95f5c0969a105626d721761c3d5b14c1b527d9e36cab7a18,870202
237,1e8e576a2474e842a82a345c571ced25958b9cb76bfc356bba5f36782520755f,442274
238,16728abf23706e7726483c5332318409bb7bb39fa29140d19a0d935061c17c11,492778
239,63e77ea6d9309ac7d15a1245028ab3a6b54cca1c67099b72ab8075748e21bd58,483085
240,e358ef9c90b6f21ac89106402c109f5227d7b968300a1bbb3d7fecf97d8ae16f,164863
241,ed018fb9e861617ab1a0ea2d88a2e512745920534409f979f66019317a017170,77194
242,b357d5cf8878661bccb8a0248c864f654496cefa6739e7f9378aef7f35b19084,297366
243,5d34a9ed15c3f5bc9eeb94a70497e6c77473fbb408015299d87f3ca7ded3378d,8359200
244,0e5f8efc9966e45e0d618de80e5df9e809dee5ba9109a226d486b23a195a7292,6795164
245,0d23b908dae2c36e715d5af6817a6ae929300c7c3e728c8a81c2036c99f17c98,6454686
246,3070dd84e15ae468a1db8b13acf6d79bf8fd34d828eb6cbf6f058047e6ea4ba0,2099822
247,a9546fa43033e5404814a7fff4fd2c4e6b725088b5e8aa2fa2dfac343902cac9,552142
248,d2912775a1ee4a9f6e2108594a066458201fe633479357102a662c6d61d96eea,2526961
249,4ff67f3f7db29653d0867e830b1a084ebc8fc8dcac2febb375497883bce0e7be,6330
250,22265b8582552cfd06c5ee6b1edd52e44f9ad3bc39702bc8289f0c158ae69d52,2915480
251,e639fbf58258133d9f5034521d9655299d7ba8f30f09f1ec676d10491e8b39cf,521598
252,228756e929d6a4433981eaff8ad3f3c404d7edb2526600b29ca02c728300a5cc,62570
253,a1031d00b5d904dff05500ab675b79d5b082c0469ec94d4bb50075185e45b367,20179
254,aeacb8a22e1d7fefa95a53d66ac29a1975d73e03b262f8059a668bed9f49fe74,3087
255,9c6c4d3d4efbb843d9f83a533fb6347bcca55be0f949ccf428c12fa9e94876c1,23863
256,7d65eb0111593fc4cf2f2ed687d5616ee34ccf488a33cadf0e844809db3209b2,1387641
257,ab8b07bac34d84ea96fc94ea1b29c9df0dc718b815d3c32b6903ec9287a8b2bf,1975000
258,550100ad4af11cab64b889265146dc2a28a7d819c67e7ab7e4683cf7d621fd58,621288
259,532352a19e8b5dd4b30cefb7c9487d67512d95700714f86cdec1df5cb29b39dc,300000
260,a8e019d574fc5d0f6f86029c7e2dda1167403d2c995ecad7b5f973e905e29d05,19623
261,e2e76984e81c29dd86055bd1941dfe8b3aa044ef3327d8f7c6ab4cf0075e2808,163907819
262,376bb6590d6d8b181bde7ef1a2e37c5e91204530964b5be382438927823a7120,145334662
263,40243bf4ccdde8ff9ad6dde4b5f4cee1c769affba1dffe92263e2e38564df152,143331255
264,1a6784c0f16cfa5630845cc81d1d33d0fd3444b5993a2f43d81d4cf4db448c9b,2818
265,c077cd7a3e8a4811794660a01754fbc50cd98f16a0bb9844765d0fe20c92801e,2312650
266,906849f6b46fa251e1d81880c341b39748844952def7d1b07866f0b58aa4c625,7232
267,5c64b5d77b8d9077bc24549c292eb62b6a45870dae95ee0e91f7eab68194ce14,608226
268,e95287da02660cb97427ed75ea71d564538a1db1cd30e661c68eb552cad712b9,599500
269,37a3c0d5f727e6e5c8af28810951ee6f6b8a3bcccf4fd5bd9ae94bd21aae8207,985494
270,0a790117fc643edaabf67bbfe029bd64360c77d3e02138ece75d3736a38a0745,886300
271,82361ffdd3d5e26a5269e1c0590a7b9384130c7db4a265525c4fcb148fffbcc0,70925
272,8c5819bca08be099bc7d85fc39ad16e8a0fdf022e10d22b7fc14aaaca59dc2f3,3300
273,c2c61c2082bc67cac7b62becd3e4b2d523a7594b51534c8c9bb332633aa9244f,11514
274,766fe54a8fe8e2fedcb3432a304119f2ef1256ab5cb8697f3b3360f079786d1d,8717
275,4f391e963094fd6ce080c0297fbbae19489f62e70e2a5bb933b2f063a5978a72,3297030
276,d44b033d54a88b87cdd53a0a6e2f28b9e52e22e0c8ff3d4bc8e6bc1cf0611aa1,73983
277,aa88e738dbcad388e9a381cda9478420f02739839fe6e41b4434565bdf9de30c,1583420
278,6ab8505aef5486399278b1a80fcb3cf540f4947482fc803495d6175ac35033e6,64000
279,a18bfbffe576f3f3f22142d4806a817ba5366ea124b04336ce73e9dcd420d3a7,281709
280,14ac883c6129f40e8861500629c5bdf08574ed797e91423afc488c6ce8b2e133,213999
281,cb6154a9d62e837bccc8ac48753c0f2aa0034d8f58301ac987b291ab0671081a,877737
282,4ebb9874be9b92b5d51d1a89ef84f3ed59828920acb6e9d69e5a3900d34c9024,7985
283,675d9c07be46b5187283f15e89517ca346b46e90e3d92dece580c3ec89fc9c7e,1901581
284,adfaf932a0b31b7381a0d6ac04b880097788dc569cebd4c718429f2972425966,861300
285,a4c49ce2aee0e23faa1ee569b5af059fc81fcd8a27270f36b65aff99bb00104f,107838
286,229fac3a7e7fd94ac440db67a919e5c0d7f4f5a0ea8ada73e955fb9be3773a67,121400
287,e79e2a12d716570c8f060c3e29b690ee0b56feee82f0ffed15af732531e3613c,55680632
